eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord,shotAssist
pass,successful,d2d,2842.1667,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-96.76263428,2.764705658,0
reception,successful,regular,2842.9666,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-96.76263428,4.776470184,0
pass,successful,outletoffboards,2843.1,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-96.76263428,8.297058105,0
reception,successful,regular,2846.0334,westPointDZ,dz,evenStrength,0,315,80518,5152,-32.88910675,16.84705734,0
pass,successful,north,2847.4666,southCenterNZ,nz,evenStrength,0,315,80518,5152,-2.712638855,-6.791175842,0
reception,successful,regular,2848,northWestBoardsNZ,nz,evenStrength,0,315,82048,5152,22.93736267,-32.9441185,0
shot,successful,outside,2849.6667,westPoint,oz,evenStrength,0,315,82048,5152,52.10795593,-29.92647171,1
pass,successful,slot,2852.6,outsideNorthWest,oz,evenStrength,0,315,82048,5152,62.16677856,-38.47647095,0
reception,successful,regular,2853.1,westOuterSlot,oz,evenStrength,0,315,126723,5152,66.6932373,-21.8794117,0
pass,failed,north,2856,outsideNorthWest,oz,evenStrength,0,315,82048,5152,78.76383972,-33.95000076,0
pass,failed,d2doffboards,2857.5,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-96.87757874,23.38823509,0
reception,failed,regular,2858.9,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-97.88345337,-1.255882263,0
pass,failed,d2doffboards,2860.2666,outsideNorthWestDZ,dz,shortHanded,0,311,1462,80264,-71.22756958,24.39411736,0
pass,failed,slot,2873.6667,outsideNorthWest,oz,powerPlay,0,315,10534,5152,80.77560425,-35.96176529,0
pass,failed,outlet,2874.9666,outsideNorthWestDZ,dz,shortHanded,0,311,1462,80264,-77.26286316,24.89705849,0
pass,failed,northoffboards,2879.6667,outsideNorthWest,oz,powerPlay,0,315,79380,5152,84.7991333,-36.46470642,0
shot,successful,slot,2888.6,eastOuterSlot,oz,shortHanded,0,311,111452,80264,58.53910828,18.35882378,0
pass,successful,d2doffboards,2891.8667,outsideNorthEastDZ,dz,powerPlay,0,315,81408,5152,-83.18319702,-37.47060013,0
reception,successful,regular,2893.3,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-96.25969696,-5.282352448,0
pass,failed,d2doffboards,2893.4333,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-96.76263428,-5.785293579,0
pass,successful,d2d,2895.6,outsideNorthWestDZ,dz,powerPlay,0,315,79380,5152,-95.75675201,4.273529053,0
reception,successful,regular,2896.2334,outsideNorthWestDZ,dz,powerPlay,0,315,81408,5152,-92.23616791,20.36764526,0
pass,successful,outlet,2897.7666,outsideNorthWestDZ,dz,powerPlay,0,315,81408,5152,-62.56263733,25.39705658,0
reception,successful,regular,2898.6,eastPointDZ,dz,powerPlay,0,315,80518,5152,-46.46852112,-25.39999962,0
pass,failed,north,2899.5667,southWestBoardsNZ,nz,powerPlay,0,315,80518,5152,-14.78322601,-22.38235283,0
pass,successful,north,2904.5334,northCenterNZ,nz,powerPlay,0,315,78625,5152,18.41088867,1.758823395,0
reception,successful,regular,2905.2666,northEastBoardsNZ,nz,powerPlay,0,315,10534,5152,22.93736267,36.46176147,0
pass,failed,northoffboards,2906.9,eastPoint,oz,powerPlay,0,315,10534,5152,36.51676941,37.97058868,0
pass,successful,d2d,2917,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-96.76263428,-1.258823395,0
reception,successful,regular,2918.0667,outsideNorthWestDZ,dz,powerPlay,0,315,79380,5152,-95.75675201,0.752941132,0
pass,failed,stretch,2921.0334,westOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-72.62145996,16.84705734,0
pass,successful,south,2925.9666,outsideNorthWest,oz,powerPlay,0,315,10534,5152,63.67559814,-37.97352982,0
reception,successful,regular,2926.6667,westPoint,oz,powerPlay,0,315,81408,5152,49.59324646,-37.47058868,0
pass,successful,northoffboards,2926.9333,westPoint,oz,powerPlay,0,315,81408,5152,45.56971741,-38.47647095,0
reception,successful,regular,2929.5667,eastPoint,oz,powerPlay,0,315,56711,5152,30.98442078,37.97058868,0
pass,successful,north,2930.2334,eastPoint,oz,powerPlay,0,315,56711,5152,34.0020752,37.46764374,0
reception,successful,regular,2931.1,outsideNorthEast,oz,powerPlay,0,315,80518,5152,84.29618835,29.92353058,0
pass,successful,south,2932.5334,outsideNorthEast,oz,powerPlay,0,315,80518,5152,58.14324951,35.95882416,0
reception,successful,regular,2933.6333,eastPoint,oz,powerPlay,0,315,56711,5152,31.99031067,19.361763,0
pass,successful,eastwest,2934.2334,centerPoint,oz,powerPlay,0,315,56711,5152,31.48736572,9.302940369,0
reception,successful,regular,2934.8667,outsideNorthWest,oz,powerPlay,0,315,81408,5152,59.65206909,-23.38823509,0
shot,successful,slot,2934.9,westOuterSlot,oz,powerPlay,0,315,81408,5152,59.14912415,-21.37647057,1
pass,successful,eastwest,2937.4333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,61.16874695,36.46176147,0
reception,successful,regular,2938.2,centerPoint,oz,powerPlay,0,315,79380,5152,31.495224,-0.252941132,0
pass,successful,slot,2938.8,centerPoint,oz,powerPlay,0,315,79380,5152,34.51286316,0.752941132,0
reception,successful,regular,2939.5667,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.665802,-22.88529396,0
shot,failed,slot,2939.6,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.665802,-21.37647057,1
pass,successful,southoffboards,2941.9,outsideNorthEast,oz,powerPlay,0,315,78625,5152,96.37463379,4.273529053,0
reception,successful,regular,2943.4333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,57.64816284,37.46764374,0
pass,successful,south,2943.8,outsideNorthEast,oz,powerPlay,0,315,80518,5152,56.13934326,37.46764374,0
reception,successful,regular,2944.6,centerPoint,oz,powerPlay,0,315,79380,5152,31.99816895,3.26764679,0
shot,failed,outsideblocked,2944.7334,centerPoint,oz,powerPlay,0,315,79380,5152,35.51875305,5.279411316,1
shot,failed,slot,2953,eastOuterSlot,oz,powerPlay,0,315,81408,5152,64.68933105,-12.32058716,0
pass,failed,northoffboards,2955.8333,outsideNorthWest,oz,powerPlay,0,315,78625,5152,82.79522705,-37.47058868,0
pass,successful,south,2959.0334,outsideNorthEast,oz,powerPlay,0,315,10534,5152,96.87757874,1.758823395,0
reception,successful,regular,2960.1667,outsideNorthEast,oz,powerPlay,0,315,80518,5152,86.31581116,33.44411469,0
pass,failed,south,2960.2666,outsideNorthEast,oz,powerPlay,0,315,80518,5152,82.2922821,32.43823242,0
pass,successful,northoffboards,2962.1667,eastPoint,oz,powerPlay,0,315,79380,5152,52.61869812,38.97650146,0
reception,successful,regular,2963,outsideNorthEast,oz,powerPlay,0,315,80518,5152,69.71875,38.473526,0
pass,successful,south,2966.6333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,77.76580811,37.97058868,0
reception,successful,regular,2967.7,eastPoint,oz,powerPlay,0,315,79380,5152,30.48933411,26.40293884,0
pass,failed,eastwest,2968.9333,eastPoint,oz,powerPlay,0,315,79380,5152,34.51286316,17.85293961,0
pass,failed,north,2971.6,outsideNorthWest,oz,powerPlay,0,315,78625,5152,97.38050842,-15.84411812,0
pass,successful,outlet,2982.1333,westOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-59.53713226,14.33235168,0
reception,successful,regular,2983,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-45.45478058,-9.3058815,0
pass,successful,stretch,2984.6,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-37.40772247,-4.779411316,0
reception,successful,regular,2985.8,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,24.95698547,-37.97352982,0
pass,failed,eastwest,2987.7334,southEastBoardsNZ,nz,evenStrength,0,311,5814,80264,-18.92169952,24.39410019,0
pass,failed,outletoffboards,2993.9666,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-61.16874695,37.97352982,0
pass,failed,south,2999.5667,northEastBoardsNZ,nz,evenStrength,0,311,5814,80264,20.81069946,40.99119949,0
pass,successful,north,3001.8667,southCenterNZ,nz,evenStrength,0,315,126723,5152,-11.26263428,-20.87352943,0
reception,successful,regular,3002.4666,southCenterNZ,nz,evenStrength,0,315,884,5152,-6.736167908,-16.85000038,0
pass,failed,outlet,3004.9666,centerPointDZ,dz,evenStrength,0,311,6588,80264,-45.07463074,16.85000038,0
pass,successful,d2d,3010.8333,centerPointDZ,dz,evenStrength,0,311,6588,80264,-41.55404663,11.31764603,0
reception,successful,regular,3011.4333,innerSlotDZ,dz,evenStrength,0,311,94531,80264,-70.22169495,-5.279411316,0
pass,successful,outlet,3014.8667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-55.63639832,-39.98235321,0
reception,successful,regular,3015.6333,southWestBoardsNZ,nz,evenStrength,0,311,5814,80264,-10.87463379,-39.47940826,0
pass,failed,outletoffboards,3020.7666,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-91.73322296,-23.38823509,0
pass,successful,north,3023.3,eastPoint,oz,evenStrength,0,311,6588,80264,35.39595795,38.97941208,0
reception,successful,regular,3023.5334,eastPoint,oz,evenStrength,0,311,112050,80264,46.96360397,38.97941208,0
pass,failed,eastwest,3028.5,eastPoint,oz,evenStrength,0,311,112050,80264,45.95772171,32.9441185,0
pass,successful,eastwest,3032.1667,southCenterNZ,nz,evenStrength,0,315,126723,5152,-5.730285645,4.776470184,0
reception,successful,regular,3032.6,northCenterNZ,nz,evenStrength,0,315,884,5152,2.316772461,-5.785293579,0
pass,failed,ozentry,3033.3,northCenterNZ,nz,evenStrength,0,315,884,5152,14.38735962,-15.84411812,0
shot,failed,outsideblocked,3039.8333,outsideNorthEast,oz,evenStrength,0,315,126723,5152,80.77560425,22.88235474,0
shot,failed,slotblocked,3041.2,innerSlot,oz,evenStrength,0,315,179172,5152,71.21970367,1.255879998,0
pass,successful,outlet,3042.3,innerSlotDZ,dz,evenStrength,0,311,112050,80264,-72.73639679,-1.255879998,0
reception,successful,regular,3042.6667,eastOuterSlotDZ,dz,evenStrength,0,311,109964,80264,-67.70698547,-4.273529053,0
pass,successful,eastwestoffboards,3044.8333,southCenterNZ,nz,evenStrength,0,311,109964,80264,-23.9510994,-8.800000191,0
reception,successful,regular,3046.2,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,8.740074158,32.9441185,0
shot,successful,slot,3051.3333,eastOuterSlot,oz,evenStrength,0,311,370192,80264,69.5959549,14.83823586,1
pass,successful,south,3053.5667,southCenterNZ,nz,evenStrength,0,315,80518,5152,-20.81851959,-21.8794117,0
reception,successful,regular,3053.6,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.42146301,-31.93823624,0
pass,successful,d2d,3053.6333,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.42150116,-31.9382,0
reception,successful,regular,3054.8,centerPointDZ,dz,evenStrength,0,315,79380,5152,-44.45675659,17.85293961,0
pass,failed,stretch,3055.9333,westPointDZ,dz,evenStrength,0,315,79380,5152,-34.39793396,32.94117737,0
pass,failed,d2doffboards,3064.6667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-94.24793243,12.82352829,0
pass,failed,north,3068.8667,outsideNorthWest,oz,evenStrength,0,311,2546838,80264,64.07146454,-39.47940826,0
pass,failed,d2d,3071.6,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-70.60969543,38.473526,0
shot,successful,slot,3072.7666,westOuterSlot,oz,evenStrength,0,311,110409,80264,71.6155777,-10.30882263,0
shot,successful,outside,3077.6667,westPoint,oz,evenStrength,0,311,446706,80264,28.36264038,-25.90000153,0
pass,successful,south,3079.8667,westOuterSlot,oz,evenStrength,0,311,237838,80264,65.58028412,-22.37940979,0
reception,successful,regular,3080.4333,outsideNorthWest,oz,evenStrength,0,311,111452,80264,63.06557846,-30.92941284,0
pass,successful,south,3081.2,outsideNorthWest,oz,evenStrength,0,311,111452,80264,55.52146149,-38.473526,0
reception,successful,regular,3081.7,westPoint,oz,evenStrength,0,311,94531,80264,32.38616943,-32.94117737,0
shot,failed,outsideblocked,3081.8333,westPoint,oz,evenStrength,0,311,94531,80264,31.88322449,-33.94705963,1
pass,successful,d2doffboards,3091.3667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-91.84030151,-10.81176376,0
reception,successful,regular,3093.6,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-83.79324341,36.96764755,0
pass,successful,d2d,3103.4,westOuterSlotDZ,dz,evenStrength,0,315,20161,5152,-77.65087128,14.33235168,0
reception,successful,regular,3104.1667,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-92.73910522,12.82352829,0
pass,successful,outlet,3105.3,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-93.74498749,-2.76764679,0
reception,successful,regular,3106.1333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.48028564,-35.96176529,0
pass,successful,south,3112.2666,outsideNorthWest,oz,evenStrength,0,311,370192,80264,64.07150269,-23.38529968,0
reception,successful,regular,3112.3,westPoint,oz,evenStrength,0,311,94531,80264,37.91849899,-39.47940063,0
pass,successful,eastwest,3112.9333,westPoint,oz,evenStrength,0,311,94531,80264,37.91852188,-38.473526,0
reception,successful,regular,3113.8,eastPoint,oz,evenStrength,0,311,80,80264,34.39793396,15.84411812,0
pass,successful,slot,3115.1,eastPoint,oz,evenStrength,0,311,80,80264,37.91852188,35.45882416,0
reception,successful,regular,3115.6667,innerSlot,oz,evenStrength,0,311,370192,80264,81.17150116,-8.297060013,0
shot,failed,slot,3115.8667,innerSlot,oz,evenStrength,0,311,370192,80264,80.16560364,-7.794119835,1
pass,successful,d2doffboards,3123.8333,outsideNorthWestDZ,dz,evenStrength,0,315,78625,5152,-97.76065826,19.361763,0
reception,successful,regular,3124.5667,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-98.26360321,-7.797058105,0
pass,failed,outlet,3126.7,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-92.73124695,-20.3705883,0
pass,failed,outletoffboards,3134.7666,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-92.85404968,9.3058815,0
pass,successful,south,3138.5,outsideNorthEast,oz,evenStrength,0,315,884,5152,63.18051147,38.97647095,0
reception,successful,regular,3139.4,eastPoint,oz,evenStrength,0,315,79380,5152,30.99227905,27.40882111,0
pass,failed,eastwest,3140.1667,eastPoint,oz,evenStrength,0,315,79380,5152,37.02757263,19.361763,0
pass,failed,d2doffboards,3144.7,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-86.8187561,30.93235207,0
pass,failed,south,3148,outsideNorthEast,oz,evenStrength,0,315,884,5152,83.80110168,35.95882416,0
pass,successful,northoffboards,3150.3667,centerPoint,oz,evenStrength,0,315,79380,5152,29.98640442,6.285293579,0
reception,successful,regular,3151.9666,westPoint,oz,evenStrength,0,315,400162,5152,35.51875305,-37.47058868,0
shot,successful,outside,3152.5,westPoint,oz,evenStrength,0,315,400162,5152,49.09815979,-32.9441185,1
pass,successful,stretch,3159.2666,centerPointDZ,dz,evenStrength,0,315,79380,5152,-41.93419266,1.758823395,0
reception,successful,regular,3160.2334,northEastBoardsNZ,nz,evenStrength,0,315,884,5152,11.37757111,38.97647095,0
shot,successful,outside,3172.9333,westPoint,oz,evenStrength,0,315,400162,5152,29.98640442,-36.46470642,1
shot,successful,outside,3177.7,outsideNorthEastDZ,oz,evenStrength,0,311,108339,80264,-62.67756653,-38.97647095,0
pass,failed,northoffboards,3184.5,outsideNorthWest,oz,evenStrength,0,311,109372,80264,62.55477905,-40.98823547,0
pass,failed,outlet,3187.6,outsideNorthEastDZ,dz,evenStrength,0,315,82048,5152,-61.05381393,-41.49411774,0
pass,successful,northoffboards,3189.9,northEastBoardsNZ,nz,evenStrength,0,311,109372,80264,16.78713226,25.39999962,0
reception,successful,regular,3191.0667,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,23.82830811,41.49411774,0
pass,successful,eastwest,3192.9333,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,0.190071106,22.38235283,0
reception,successful,regular,3193.4666,northCenterNZ,nz,evenStrength,0,311,109372,80264,5.219482422,-3.770587921,0
pass,failed,d2d,3195.8,westOuterSlotDZ,dz,evenStrength,0,315,80518,5152,-59.04204941,18.35588074,0
shot,successful,slot,3202.1,westOuterSlot,oz,evenStrength,0,311,110409,80264,73.61948395,-18.35588074,0
pass,successful,d2d,3203.3667,westOuterSlotDZ,dz,evenStrength,0,315,10534,5152,-69.10089874,22.37940025,0
reception,successful,regular,3203.7,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.60969543,30.92941284,0
pass,successful,d2d,3203.7334,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.60969543,30.92941284,0
reception,successful,regular,3204.5667,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-82.17734528,22.37940979,0
pass,successful,south,3208.2666,southCenterNZ,nz,evenStrength,0,311,94531,80264,-5.845222473,-11.3147049,0
reception,successful,regular,3208.9333,southCenterNZ,nz,evenStrength,0,311,80,80264,-12.88639832,13.32941246,0
pass,successful,stretch,3211.1,westPointDZ,dz,evenStrength,0,311,80,80264,-38.03350067,37.9734993,0
reception,successful,regular,3211.8,northEastBoardsNZ,nz,evenStrength,0,311,237838,80264,5.722427368,39.48235321,0
pass,successful,south,3221.4,outsideNorthWest,oz,evenStrength,0,311,237838,80264,67.584198,-23.88820076,0
reception,successful,regular,3222.4333,westPoint,oz,evenStrength,0,311,94531,80264,45.95772171,-39.47940826,0
shot,failed,outsideblocked,3223.4,outsideNorthWest,oz,evenStrength,0,311,94531,80264,59.03419113,-37.46764374,1
pass,failed,north,3229.8333,southEastBoardsNZ,nz,evenStrength,0,311,80,80264,-18.41874695,31.4352932,0
pass,successful,d2doffboards,3238,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-80.78346252,-38.97647095,0
reception,successful,regular,3239.3667,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-38.03346252,-40.98823547,0
pass,successful,outlet,3239.5667,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-39.03933716,-39.47940826,0
reception,successful,regular,3240.1333,eastPointDZ,dz,evenStrength,0,311,237838,80264,-37.53051758,-25.39705658,0
pass,successful,eastwest,3241.1,southWestBoardsNZ,nz,evenStrength,0,311,237838,80264,-7.346183777,-25.90000153,0
reception,successful,regular,3241.7666,northCenterNZ,nz,evenStrength,0,311,111452,80264,0.700874329,14.83823586,0
pass,successful,southoffboards,3243.9666,northEastBoardsNZ,nz,evenStrength,0,311,370192,80264,19.30970001,23.38823509,0
reception,successful,regular,3245.4,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-5.837364197,22.88529396,0
pass,successful,eastwest,3246.1333,southCenterNZ,nz,evenStrength,0,311,6588,80264,-4.328536987,16.34705925,0
reception,successful,regular,3246.9666,northCenterNZ,nz,evenStrength,0,311,446706,80264,1.706756592,-21.87647247,0
pass,successful,d2d,3250.4,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-92.73910522,-32.44117737,0
reception,successful,regular,3252.3333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-95.75675201,5.782352448,0
pass,successful,d2doffboards,3254.9666,westOuterSlotDZ,dz,evenStrength,0,315,179172,5152,-71.11264038,13.32646942,0
reception,successful,regular,3256.4666,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-96.76263428,-2.76764679,0
pass,successful,outletoffboards,3256.7,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.2538147,-3.773529053,0
reception,successful,regular,3259.6333,southWestBoardsNZ,nz,evenStrength,0,315,54915,5152,-7.239105225,-39.48235321,0
pass,failed,ozentry,3260.2334,northWestBoardsNZ,nz,evenStrength,0,315,54915,5152,4.831481934,-39.48235321,0
pass,successful,northoffboards,3263.6,westOuterSlot,oz,evenStrength,0,315,884,5152,70.21383667,-17.85588264,0
reception,successful,regular,3264.4666,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.76971436,-25.39999962,0
pass,failed,slot,3264.5,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.76971436,-25.39999962,0
pass,failed,d2d,3267.8333,westOuterSlotDZ,dz,evenStrength,0,311,1462,80264,-70.21383667,21.8794117,0
pass,successful,outletoffboards,3271,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-96.36677551,-18.85882187,0
reception,successful,regular,3272.1667,eastPointDZ,dz,evenStrength,0,311,113401,80264,-36.01383972,-39.98235321,0
pass,failed,northoffboards,3281.4,westPoint,oz,evenStrength,0,311,446706,80264,31.38028717,-38.473526,0
pass,failed,d2doffboards,3289.6667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.74498749,2.261764526,0
pass,successful,southoffboards,3295.6667,outsideNorthWest,oz,evenStrength,0,311,1462,80264,91.73322296,-25.90000153,0
reception,successful,regular,3297.2666,westPoint,oz,evenStrength,0,311,446706,80264,28.8655777,-35.95882416,0
pass,failed,slot,3300.0334,centerPoint,oz,evenStrength,0,311,446706,80264,47.96948624,8.299999237,0
pass,failed,slot,3311.2,outsideNorthEast,oz,evenStrength,0,311,113401,80264,78.14595795,37.47058868,0
pass,successful,d2d,3333.8333,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-95.87168884,-0.752941132,0
reception,successful,regular,3334.5,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-92.85404968,24.39411736,0
pass,failed,outlet,3339.1333,westPointDZ,dz,evenStrength,0,315,20161,5152,-48.47242737,38.97647095,0
pass,failed,slot,3353.3,outsideNorthEast,oz,evenStrength,0,315,80518,5152,78.771698,14.33235168,0
shot,failed,slot,3355.4666,eastOuterSlot,oz,evenStrength,0,315,20161,5152,63.18051147,14.33235168,0
pass,failed,eastwest,3360.4,westPoint,oz,evenStrength,0,315,20775372,5152,30.98442078,-21.37647057,0
reception,failed,regular,3361.5,outsideNorthEast,oz,evenStrength,0,315,126723,5152,79.26676941,30.92941284,0
pass,successful,south,3364.5667,outsideNorthEast,oz,evenStrength,0,315,82048,5152,77.75794983,39.47940826,0
reception,successful,regular,3365.6333,eastPoint,oz,evenStrength,0,315,20161,5152,31.99031067,36.96470642,0
pass,successful,eastwest,3366.2666,eastPoint,oz,evenStrength,0,315,20161,5152,33.49913025,31.43235016,0
reception,successful,regular,3367.2666,westPoint,oz,evenStrength,0,315,20775372,5152,35.51089478,-29.92647171,0
pass,successful,d2doffboards,3371.3667,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-93.35697937,25.39999962,0
reception,successful,regular,3372.3,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-81.28639221,38.47647095,0
pass,failed,stretch,3376.7,westPointDZ,dz,evenStrength,0,315,20161,5152,-34.90087128,39.47940826,0
pass,successful,stretch,3386.2666,westPointDZ,dz,evenStrength,0,311,94531,80264,-26.46580505,18.86176491,0
reception,successful,regular,3386.8667,northEastBoardsNZ,nz,evenStrength,0,311,111452,80264,8.237129211,35.45882416,0
pass,successful,northoffboards,3390.8667,outsideNorthEast,oz,evenStrength,0,311,94531,80264,96.25183868,24.39411736,0
reception,successful,regular,3392.5334,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.754776,-24.89411926,0
pass,successful,northoffboards,3392.9666,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.25183868,-24.89411926,0
reception,successful,regular,3395.2334,eastPoint,oz,evenStrength,0,311,94531,80264,53.50183868,40.99117661,0
pass,successful,north,3396.8333,eastPoint,oz,evenStrength,0,311,94531,80264,31.37242889,27.91470528,0
reception,successful,regular,3397.4666,centerPoint,oz,evenStrength,0,311,111452,80264,33.38419342,5.282352448,0
shot,failed,outside,3397.5,centerPoint,oz,evenStrength,0,311,111452,80264,33.38419342,5.282352448,1
shot,successful,outside,3401,outsideNorthWest,oz,evenStrength,0,311,1731661,80264,78.14595795,-26.90588379,0
shot,failed,slot,3402.4333,innerSlot,oz,evenStrength,0,311,237838,80264,86.19301605,-2.764705658,0
pass,successful,south,3405.5,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.09301758,-22.37940979,0
reception,successful,regular,3406.9,westPoint,oz,powerPlay,0,311,94531,80264,38.41360474,-36.46176147,0
pass,successful,eastwest,3407.1333,westPoint,oz,powerPlay,0,311,94531,80264,37.40772247,-31.43235016,0
reception,successful,regular,3407.8333,centerPoint,oz,powerPlay,0,311,111452,80264,36.40184021,5.282352448,0
pass,successful,south,3409.3333,eastPoint,oz,powerPlay,0,311,111452,80264,38.41360474,23.89117622,0
reception,successful,regular,3410.0334,centerPoint,oz,powerPlay,0,311,94531,80264,29.36066437,0.252941132,0
pass,successful,slot,3410.6333,centerPoint,oz,powerPlay,0,311,94531,80264,29.36066437,-1.255882263,0
reception,successful,regular,3411.2,westOuterSlot,oz,powerPlay,0,311,370192,80264,55.51360321,-22.37940979,0
pass,successful,south,3412.4666,outsideNorthWest,oz,powerPlay,0,311,370192,80264,54.00477982,-30.92941284,0
reception,successful,regular,3413,centerPoint,oz,powerPlay,0,311,94531,80264,28.3547821,-5.279411316,0
pass,successful,north,3414.5,centerPoint,oz,powerPlay,0,311,94531,80264,30.86948395,-10.30882263,0
reception,successful,regular,3415.2,outsideNorthWest,oz,powerPlay,0,311,370192,80264,57.52536774,-35.45587921,0
shot,successful,outside,3416.1333,outsideNorthWest,oz,powerPlay,0,311,370192,80264,67.58419037,-28.41470337,1
pass,successful,south,3419.9333,westPoint,oz,powerPlay,0,311,370192,80264,42.9479332,-22.88235474,0
reception,successful,regular,3420.2,westPoint,oz,powerPlay,0,311,94531,80264,38.42146301,-26.90588379,0
pass,successful,northoffboards,3420.3333,westPoint,oz,powerPlay,0,311,94531,80264,38.42146301,-24.89411926,0
reception,successful,regular,3422.2,eastPoint,oz,powerPlay,0,311,111452,80264,39.93028641,36.96764755,0
pass,successful,northoffboards,3422.3333,eastPoint,oz,powerPlay,0,311,111452,80264,40.43322754,38.47647095,0
reception,successful,regular,3424.1667,outsideNorthWest,oz,powerPlay,0,311,112050,80264,95.2538147,-15.33823395,0
pass,successful,south,3425.8333,outsideNorthWest,oz,powerPlay,0,311,112050,80264,81.67440033,-37.46764374,0
reception,successful,regular,3427.1333,westPoint,oz,powerPlay,0,311,94531,80264,28.36264038,-36.46176147,0
pass,successful,eastwest,3428.2334,westPoint,oz,powerPlay,0,311,94531,80264,30.87734222,-37.46764374,0
reception,successful,regular,3429.5334,eastPoint,oz,powerPlay,0,311,111452,80264,31.88322449,36.46470642,0
pass,successful,slot,3430.6,eastPoint,oz,powerPlay,0,311,111452,80264,32.88910675,37.47058868,0
reception,successful,regular,3431.1,eastOuterSlot,oz,powerPlay,0,311,112050,80264,63.06557846,2.264705658,0
pass,successful,eastwest,3431.2666,eastOuterSlot,oz,powerPlay,0,311,112050,80264,61.05381393,1.258823395,0
reception,successful,regular,3432.2,centerPoint,oz,powerPlay,0,311,94531,80264,33.3920517,-1.758823395,0
pass,successful,slot,3433.6667,centerPoint,oz,powerPlay,0,311,94531,80264,40.43322754,-9.302940369,0
reception,successful,regular,3434.2666,eastOuterSlot,oz,powerPlay,0,311,111452,80264,56.52734375,19.86764717,0
pass,successful,slot,3435.0334,eastOuterSlot,oz,powerPlay,0,311,111452,80264,58.53910828,18.35882378,0
reception,successful,regular,3435.3333,innerSlot,oz,powerPlay,0,311,109964,80264,83.68616486,8.802940369,0
pass,successful,slot,3435.4666,innerSlot,oz,powerPlay,0,311,109964,80264,82.68028259,8.802940369,0
